method,ST5_strict_s,settled_strict,last_violation_time_s,abs_e5_Te,max_abs_e5_0Te,max_abs_e5_final,min_e5_final,max_e5_final,RMSE5_final,SSE5_final,final_window_start_s,final_window_end_s,epsilon,n_final_points
Proposed,1.7439583333333333,1,1.7439166666666666,1.118307919630292,203.5784217424398,2.983121457242457,-2.983121457242457,2.2191913933789973,0.9521046545629919,0.7685491337766898,1.8199999999999998,1.92,3.0,2401
Reference,1.7059583333333332,1,1.7059166666666665,0.7795477681365264,15.32236493428783,2.570696717845255,-2.5339922588803416,2.570696717845255,0.8009794192205612,0.6435604076917869,1.8199999999999998,1.92,3.0,2401
